i                       pLength                 angle                   xLength                 yLength                 xVec                    yVec                    
15                      25.449408521986054      -3.015928947446201      262.149199370120698     32.490981436650522      -25.248732334420321     -3.189656662359480      
16                      25.937969790854655      -3.015928947446201      286.375265787987644     36.603596587035554      -25.733441151757713     -3.250889625981062      
17                      28.970034863141919      -3.015928947446201      314.078292883643201     41.233760618571417      -28.741597485316053     -3.630908145868211      
18                      30.632034686792643      -3.015928947446201      346.396802088479092     45.445509773969889      -30.390491943942006     -3.839211957949661      
19                      33.053826717988521      -3.015928947446201      380.180784782647265     48.588252758209592      -32.793187421617688     -4.142742984239705      
20                      35.231035872226421      -3.015928947446201      414.759130597721708     54.003872405895734      -34.953228631373570     -4.415619647686146      
21                      37.571040886549966      -3.015928947446201      450.431274969710273     57.914757485950631      -37.274782007233554     -4.708900042688002      
22                      40.024539264701076      -3.015928947446201      490.035157764569249     63.931162413917086      -39.708933817848497     -5.016404927966458      
23                      41.982352665582511      -3.015928947446201      533.151637577005999     68.307725339976301      -41.651309275293464     -5.261784012214456      
24                      44.059364656652733      -3.015928947446201      577.800570899034597     74.829827981183428      -43.711943406440682     -5.522102641207121      
25                      46.136376647722955      -3.015928947446201      623.949800230136361     79.612249251383219      -45.772577537587907     -5.782421270199786      
26                      48.213388638793177      -3.015928947446201      671.599325570311294     86.654989150575673      -47.833211668735132     -6.042739899192452      
27                      50.245096288152226      -3.015928947446201      720.704199816114397     91.952369539119630      -49.848898696437324     -6.297380388543954      
28                      52.305935550910142      -3.015928947446201      771.305547114632191     99.464417040780887      -51.893487626065543     -6.555672037201681      
29                      54.412728751086775      -3.015928947446201      824.644881610736888     105.284140282211993     -53.983668132590154     -6.819723241431108      
0                       3.773892613439221       -2.953097094374406      5.707036599800518       0.707156959011597       -3.707046599800518      -0.707156959011597      
1                       5.427973981690545       -2.953097094374406      9.331809639501660       2.431414818249478       -5.331829639501660      -1.017100900226284      
2                       8.804722161270957       -2.953097094374406      16.583232698606704      3.163585176921415       -8.648766325224807      -1.649840413141014      
3                       10.526217189823218      -2.953097094374406      28.377254647365987      6.026874314031867       -10.339768943964511     -1.972416414643926      
4                       14.135632536127751      -2.953097094374406      43.824328097235906      7.848369458662886       -13.885251621223931     -2.648753407120358      
5                       16.017730927838254      -2.953097094374406      57.854768831380234      11.560416776040700      -15.734012876018127     -3.001423477938750      
6                       18.218212820254379      -2.953097094374406      74.831610049085015      13.974169443702467      -17.895518184397826     -3.413752667661766      
7                       20.418694712670504      -2.953097094374406      94.887627844661594      18.800251301087251      -20.057023492777521     -3.826081857384783      
8                       22.302297714215857      -2.953097094374406      117.711556123582568     21.979285165059217      -21.907262706629812     -4.179033863971967      
9                       25.903746270956717      -2.953097094374406      144.858664049509713     27.545154561021818      -25.444919708071595     -4.853878028946930      
10                      27.614635303064571      -2.953097094374406      170.434165611088787     31.884458303585220      -27.125504191722687     -5.174466664893598      
11                      31.085235358015439      -2.953097094374406      199.483756630715760     38.583742890899657      -30.534630378079211     -5.824792265591579      
12                      32.844270455968378      -2.953097094374406      233.273078052242568     43.888164433897018      -32.262508128382670     -6.154402574648430      
13                      36.029745178469042      -2.953097094374406      270.087906702432065     51.545469361046891      -35.391559335813582     -6.751301015730201      
14                      37.428020895028624      -2.953097094374406      305.717002605833102     57.568068416530046      -36.765067745193583     -7.013311757652431      
15                      38.832937360848760      -2.953097094374406      341.868590570237529     64.958368596621995      -38.145099277907512     -7.276566851900938      
16                      41.845942856314139      -2.953097094374406      382.069917094458674     73.799516379117250      -41.104736162478630     -7.841147782495254      
17                      43.656505058375572      -2.953097094374406      426.387584632264293     81.079228529792772      -42.883228330214834     -8.180413308056750      
18                      46.607166299206668      -2.953097094374406      473.584348499308248     90.722298789695103      -45.781625248302511     -8.733312090260824      
19                      48.136516352803966      -2.953097094374406      520.034101212133692     98.742182503460739      -47.283886307852377     -9.019883713765635      
20                      49.661092414373428      -2.953097094374406      566.815610740691000     108.037585397414702     -48.781457935898210     -9.305560780368447      
21                      52.591440137669110      -2.953097094374406      617.617453670673854     118.892238586367583     -51.659901144693400     -9.854653188952877      
22                      54.343640877994901      -2.953097094374406      672.335258284742622     128.133623433368172     -53.381065592632794     -10.182982867093203     
23                      58.010008096192955      -2.953097094374406      730.933008524100387     139.791940145956232     -56.982491367558353     -10.869991576193161     
24                      59.945745295799739      -2.953097094374406      788.062440557432637     150.368363356357094     -58.883941339493347     -11.232712557347970     
25                      62.283183742982608      -2.953097094374406      848.489798842808341     163.039068202701401     -61.179977325524149     -11.670704846344311     
26                      64.418358722294258      -2.953097094374406      912.224313302805967     174.109864943539662     -63.277332485776874     -12.070796740838274     
27                      66.713795364852203      -2.953097094374406      979.318720298266499     187.437719411096595     -65.532110634617013     -12.500918676469025     
28                      69.164344157365306      -2.953097094374406      1047.430545338714182    199.397825141763178     -67.939253470791215     -12.960105730666589     
29                      71.053825122880909      -2.953097094374406      1115.914749197586843    213.662373699995584     -69.795266533711725     -13.314159157869607     
0                       3.571610483942262       -2.890265241302610      5.459391772856956       0.888223408248414       -3.459401772856956      -0.888223408248414      
1                       4.903351856718223       -2.890265241302610      8.749284041506080       2.995860836473664       -4.749304041506079      -1.219414019976836      
2                       6.302842955612770       -2.890265241302610      12.919580451192287      4.207432782973710       -6.104827554044741      -1.567453303449140      
3                       9.259344389715944       -2.890265241302610      21.195946179581107      5.510138094472699       -8.968445058969724      -2.302705311498990      
4                       13.100640094206849      -2.890265241302610      35.817673605735166      9.128870638348587       -12.689059395255358     -3.257996706815674      
5                       14.931483239943040      -2.890265241302610      48.500371701844770      12.216007753917982      -14.462383236883204     -3.713308882145355      
6                       17.183204962539644      -2.890265241302610      64.205210650168681      17.489297057182540      -16.643362980937830     -4.273289303264558      
7                       19.425898489704238      -2.890265241302610      83.116814008816334      21.320321560663011      -18.815598166921632     -4.831024503480471      
8                       21.304205798472118      -2.890265241302610      104.878095515624693     27.610443170378705      -20.634894997619035     -5.298140536158877      
9                       24.361356189722670      -2.890265241302610      130.017552966776179     32.829429773664437      -23.595999387622125     -6.058422922004969      
10                      25.719433193735885      -2.890265241302610      154.030568658242203     40.225592712558637      -24.911409905225348     -6.396162938894199      
11                      27.069908466943648      -2.890265241302610      178.266888651994691     47.140472949015390      -26.219457514374973     -6.732012482207164      
12                      30.515053051408536      -2.890265241302610      206.554476090166389     53.766056205916556      -29.556366546541160     -7.588785100184348      
13                      32.729020600229433      -2.890265241302610      240.059363982261289     62.499913644134345      -31.700778233614312     -8.139376440087267      
14                      35.304608499964480      -2.890265241302610      274.522927288507844     70.279812748389887      -34.195449303304336     -8.779899104255541      
15                      37.261396162814961      -2.890265241302610      309.094923308239629     80.401262120217197      -36.090760883445562     -9.266532407335408      
16                      39.371234716570903      -2.890265241302610      346.333611460171653     89.192490039422225      -38.134314979313551     -9.791227919205033      
17                      41.481073270326846      -2.890265241302610      386.287730722696040     100.508413470496890     -40.177869075181540     -10.315923431074658     
18                      43.583582995380048      -2.890265241302610      428.950182515740551     110.347209807858036     -42.214324590977256     -10.838796337361149     
19                      45.541235561643937      -2.890265241302610      474.178326772758794     122.665907252396678     -44.110473902000713     -11.325644733173304     
20                      47.771829374785909      -2.890265241302610      521.739439812212709     133.589288905089887     -46.270989508727730     -11.880370856874205     
21                      50.051447278018536      -2.890265241302610      570.438158974400721     147.036577681098009     -48.478989023606211     -12.447288776008110     
22                      51.918395227527476      -2.890265241302610      619.851253937435445     158.948157532012146     -50.287283370204193     -12.911579850914146     
23                      55.719233721263592      -2.890265241302610      672.049886141327875     173.442915616655881     -53.968711533406506     -13.856809947053216     
24                      57.831519258742460      -2.890265241302610      729.910179452028501     187.291303780443457     -56.014635736504083     -14.382113999028791     
25                      60.461653691293421      -2.890265241302610      788.865587187514734     203.327505614731734     -58.562139659377550     -15.036201834288288     
26                      62.353728537277611      -2.890265241302610      847.845168782154360     217.924512561688289     -60.394771494792884     -15.506741714243557     
27                      64.685477001383148      -2.890265241302610      909.268626098039249     234.984372883261756     -62.653263793113055     -16.086623976678787     
28                      67.010876695998533      -2.890265241302610      974.186758573609382     250.649300247607641     -64.905606780211173     -16.664927364345875     
29                      68.916948261955355      -2.890265241302610      1042.190029483811259    268.756112049105582     -66.751795602903030     -17.138948087011816     
0                       3.228102972868855       -2.827433388230814      5.070098367618682       0.997538678208766       -3.070108367618682      -0.997538678208766      
1                       3.977988841965968       -2.827433388230814      7.783272209901146       3.224343512018933       -3.783292209901146      -1.229266155601402      
2                       4.727874711063081       -2.827433388230814      10.535875630873564      5.353658556113150       -4.496476052183610      -1.460993632994037      
3                       5.477760580160195       -2.827433388230814      13.746209646999263      7.009667422231205       -5.209659894466074      -1.692721110386672      
4                       6.227660781162380       -2.827433388230814      17.976237627366338      8.213018892052252       -5.922857367200248      -1.924453016581537      
5                       9.435680388616785       -2.827433388230814      25.953381284402624      10.128804485625247      -8.973865319272379      -2.915785593572995      
6                       13.403597519408041      -2.827433388230814      40.682137612485676      14.463851608129723      -12.747578762630573     -4.141939419258975      
7                       16.838277663769990      -2.827433388230814      54.709665937416837      19.830169790753853      -16.014153695315581     -5.203313954109015      
8                       17.959350383993215      -2.827433388230814      73.047081328991922      24.413518338199342      -17.080357211124614     -5.549744476588143      
9                       19.080423104216440      -2.827433388230814      93.186360290254697      30.189233770479863      -18.146560726933647     -5.896174999067270      
10                      22.399503593542136      -2.827433388230814      115.970280141391569     37.987931912695778      -21.303193854414957     -6.921827275967226      
11                      23.934082620509216      -2.827433388230814      136.909104203719863     45.950790897509201      -22.762665237781874     -7.396038274511425      
12                      27.475296269277973      -2.827433388230814      161.628044394811013     53.529768512127333      -26.130559554036736     -8.490333472693488      
13                      29.535114510081037      -2.827433388230814      191.494087986851127     63.286762134311736      -28.089563114336112     -9.126852314425141      
14                      32.061810666979127      -2.827433388230814      222.503999804291396     72.194406500840259      -30.492593959051963     -9.907644366528521      
15                      33.677335341267899      -2.827433388230814      253.505802769154002     83.600904198222196      -32.029049227769903     -10.406868945715804     
16                      35.991989086266202      -2.827433388230814      285.792515943518993     94.392245324849242      -34.230415754917523     -11.122136289013895     
17                      37.642915379204354      -2.827433388230814      321.865157208945845     105.024545894841452     -35.800539963739354     -11.632300569992216     
18                      38.972908801140676      -2.827433388230814      360.783119034215815     116.545147243182186     -37.065438874301577     -12.043291139777430     
19                      42.415857919100631      -2.827433388230814      402.740701696044368     130.438778391751072     -40.339878068210048     -13.107220927995293     
20                      43.979366431703028      -2.827433388230814      442.748864985969590     144.603371876942447     -41.826863027403498     -13.590371629239330     
21                      47.442365593164382      -2.827433388230814      486.491359497888538     158.338013061881497     -45.120370945835973     -14.660497221637081     
22                      49.313823585051146      -2.827433388230814      535.036076392931591     174.341440714110604     -46.900233263992526     -15.238809545388904     
23                      51.468156049606677      -2.827433388230814      585.005804588239926     189.246187866967688     -48.949125192674259     -15.904534888470227     
24                      53.622717182461109      -2.827433388230814      636.223394798488926     206.816518760909673     -50.998234597831733     -16.570330893941986     
25                      55.706323409144652      -2.827433388230814      688.621279850632504     223.030719388482339     -52.979861877112270     -17.214200627572659     
26                      57.764429555461540      -2.827433388230814      742.201597541238357     241.815044957037998     -54.937237138794053     -17.850190403012110     
27                      59.892622230908309      -2.827433388230814      798.509453723764182     259.322883064067469     -56.961268650709322     -18.507838107029450     
28                      62.020814906355078      -2.827433388230814      857.568805550534307     279.488368875114247     -58.985300162624590     -19.165485811046789     
29                      64.016294092190577      -2.827433388230814      919.253434992453663     298.270491666505677     -60.883113645444787     -19.782122791391441     
0                       2.716471891665872       -2.764601535159018      4.525701689447305       1.000000000000001       -2.525711689447305      -1.000000000000001      
1                       4.181083295714952       -2.764601535159018      7.887452933895917       3.539159417972447       -3.887472933895917      -1.539159417972447      
2                       5.492111356606355       -2.764601535159018      11.106405997252413      6.021781036445157       -5.106435997252413      -2.021781036445155      
3                       8.963201524534814       -2.764601535159018      17.859134869257701      8.507484258847441       -8.333774015790196      -3.299574551842003      
4                       10.612333670867454      -2.764601535159018      29.600675762293196      11.929015825733449      -9.867098307572707      -3.906660585528630      
5                       13.307191219682384      -2.764601535159018      43.111384920952410      17.818152473235479      -12.372713489279279     -4.898703815235054      
6                       15.161927818610001      -2.764601535159018      56.529874797757856      22.399630369298663      -14.097203966478528     -5.581477896063185      
7                       18.868572363141826      -2.764601535159018      72.144364521318309      29.715531185150034      -17.543554905530186     -6.945984760980065      
8                       20.493479466930317      -2.764601535159018      92.966383925781216      37.900536592510676      -19.054355322385504     -7.544152961716359      
9                       23.840079238095534      -2.764601535159018      116.493672373830009     45.744222267785545      -22.165945097293925     -8.776118505491201      
10                      25.559542878451918      -2.764601535159018      138.817880260602180     56.051092701614643      -23.764661958437106     -9.409095288954964      
11                      29.199629740697560      -2.764601535159018      164.389234759986778     65.983996991535648      -27.149129129543848     -10.749100636852514     
12                      31.136638835555782      -2.764601535159018      195.087158238212226     78.110072340732742      -28.950114638894711     -11.462161243443351     
13                      33.464894949450269      -2.764601535159018      226.958177221911541     89.429321824638862      -31.114872426719362     -12.319249483906125     
14                      35.612370509504423      -2.764601535159018      259.633905175578263     103.539109788491203     -33.111544706477417     -13.109787963852339     
15                      37.835519451492324      -2.764601535159018      293.277253012625181     116.622586131867962     -35.178576317365113     -13.928183673673050     
16                      40.244319665462946      -2.764601535159018      330.400990813159694     132.437508306815715     -37.418222115517587     -14.814922174947743     
17                      41.957466652562140      -2.764601535159018      370.461928935294850     146.884326343550867     -39.011065900992719     -15.445573643256738     
18                      45.663330310852182      -2.764601535159018      414.778234318258228     164.205062391228836     -42.456690790378616     -16.809793044775166     
19                      47.361980791264202      -2.764601535159018      456.968106309807979     182.173061099301492     -44.036056064808491     -17.435107993044454     
20                      49.885889288048681      -2.764601535159018      502.247619294320032     199.542622590617555     -46.382726837652264     -18.364220679440297     
21                      52.002320182126404      -2.764601535159018      551.041370953500859     219.685953446228240     -48.350534516973177     -19.143330855610692     
22                      55.130249021104127      -2.764601535159018      604.040161556684211     239.308124377007942     -51.258809200986406     -20.294798260288871     
23                      56.355721055962853      -2.764601535159018      655.535214458234805     261.054048981956782     -52.398224283111674     -20.745924604948822     
24                      57.573542339860225      -2.764601535159018      707.127024352938747     282.592975110516250     -53.530525876893691     -21.194234520333424     
25                      60.884383642222616      -2.764601535159018      762.160296098911317     304.188277757957280     -56.608868268337879     -22.413036493775536     
26                      62.291664636525482      -2.764601535159018      821.810035425740807     326.438509686244174     -57.917325045878123     -22.931091180304929     
27                      65.739910869463955      -2.764601535159018      884.621448511606900     351.364705348238374     -61.123423310817053     -24.200475282352031     
28                      67.230072138602637      -2.764601535159018      945.370951056729609     376.764325645032102     -62.508940219043595     -24.749040232981738     
29                      70.899012224867306      -2.764601535159018      1009.728332962665945    402.037435472580285     -65.920234439385297     -26.099667161064804     
0                       2.348634656054352       -2.701769682087222      4.125098173157202       1.000000000000000       -2.125108173157202      -1.000000000000000      
1                       4.412573601993378       -2.701769682087222      7.992595966081034       3.878782462235483       -3.992615966081034      -1.878782462235482      
2                       6.189432583771433       -2.701769682087222      11.600336041211044      6.635332220707981       -5.600366041211045      -2.635332220707979      
3                       9.042763974977557       -2.701769682087222      19.168288361461236      9.485553859764087       -8.182137473624849      -3.850221639056107      
4                       10.995457309519626      -2.701769682087222      30.716630442328963      14.967675337496944      -9.948987227888590      -4.681638023681269      
5                       13.164533987395190      -2.701769682087222      43.471787336010792      19.572861292434393      -11.911626484903522     -5.605185954937448      
6                       15.333610665270754      -2.701769682087222      57.350004047640766      27.101595178628020      -13.874265741918455     -6.528733886193628      
7                       17.291157129293914      -2.701769682087222      72.159882317311315      33.463811811479140      -15.645506739025809     -7.362216632851122      
8                       20.100072559207195      -2.701769682087222      88.753640322372675      42.826964754609342      -18.187089408100565     -8.558194654665801      
9                       21.956369533087837      -2.701769682087222      109.179264757854241     51.175532219748433      -19.866717127478577     -9.348567465139089      
10                      24.604105441430828      -2.701769682087222      133.422958541062286     61.844273689914864      -22.262460205133003     -10.475918584444774     
11                      25.929850072919589      -2.701769682087222      156.344521999608986     73.884666884351120      -23.462029812365628     -11.040393194436255     
12                      27.096309750913704      -2.701769682087222      179.058892419647577     86.017553781397538      -24.517474084625505     -11.537047569771813     
13                      28.380617703581738      -2.701769682087222      202.917130350277858     97.530954866070559      -25.679550663896791     -12.083879300010198     
14                      31.148164329687400      -2.701769682087222      230.489873811605264     109.793198207917328     -28.183701720158254     -13.262243341846775     
15                      33.431139086427699      -2.701769682087222      262.736499362910877     123.953058548271699     -30.249399040153907     -14.234286716432603     
16                      35.676627984467608      -2.701769682087222      295.000560027098402     140.143427936928958     -32.281178141112527     -15.190369388657272     
17                      38.242876319926552      -2.701769682087222      327.605362631004937     156.369668152689371     -34.603189058381673     -16.283024786909028     
18                      39.888418838326601      -2.701769682087222      364.085720842911314     172.353330867322967     -36.092120445013101     -16.983662714633606     
19                      41.306526923601460      -2.701769682087222      403.379584664472532     189.545607925319104     -37.375263003890581     -17.587463770544637     
20                      44.866098378764107      -2.701769682087222      445.365758586015659     209.569429916506351     -40.596059551707576     -19.103055582999048     
21                      47.901691764448820      -2.701769682087222      486.802832182445457     229.541001332354710     -43.342746567362020     -20.395548384235504     
22                      49.197947064314185      -2.701769682087222      532.093672496053159     251.488468379854368     -44.515633429582657     -20.947467047499650     
23                      50.455219345174733      -2.701769682087222      579.666912752270377     273.363191060142981     -45.653247401620931     -21.482787548548860     
24                      53.842800450060231      -2.701769682087222      629.961422602829543     295.470952406787319     -48.718422427744059     -22.925149431506231     
25                      55.369363472701551      -2.701769682087222      678.256972070794291     318.451652276949460     -50.099697947924220     -23.575128353815892     
26                      58.968177168594707      -2.701769682087222      730.159555836222353     344.450378885298278     -53.356001936753565     -25.107428699727958     
27                      61.432413604637148      -2.701769682087222      787.609676590035178     370.104242611757570     -55.585709727757219     -26.156649543714948     
28                      63.736175696812765      -2.701769682087222      845.191332537315361     398.241786347013544     -57.670215991203435     -27.137543735255953     
29                      67.669280943315712      -2.701769682087222      904.505977507227840     426.649042435374724     -61.228996018435332     -28.812178500762851     
0                       2.075749607648793       -2.638937829015426      3.818983247281066       1.000000000000000       -1.818993247281066      -1.000000000000000      
1                       4.544012855533419       -2.638937829015426      7.981928819509126       4.189094888318651       -3.981948819509126      -2.189094888318651      
2                       8.315139585535965       -2.638937829015426      13.286582364302330      8.005849046000563       -7.286612364302330      -4.005849046000565      
3                       9.984020529162843       -2.638937829015426      23.796704232203080      12.167003762853479      -8.749063883400469      -4.809838572231151      
4                       13.068045332907488      -2.638937829015426      36.546147766455661      19.417202128290906      -11.451615420342867     -6.295578852455955      
5                       14.468778728186313      -2.638937829015426      48.134150526674347      25.391746290561969      -12.679087451586224     -6.970387312068499      
6                       15.871656346314589      -2.638937829015426      60.045196963592488      33.110149235466537      -13.908438479636056     -7.646228758916859      
7                       18.835959516234198      -2.638937829015426      75.606120099282847      43.184441937643527      -16.506077149111807     -9.074292702176990      
8                       20.523866879434685      -2.638937829015426      94.869563761950431      52.111379213859706      -17.985201646779618     -9.887448275942164      
9                       24.317461556942639      -2.638937829015426      117.930666133570071     64.486083654294319      -21.309554004058686     -11.715026449884332     
10                      27.744898626297644      -2.638937829015426      140.246675089921297     77.929291097894165      -24.313040003364438     -13.366206850798521     
11                      28.841695037221520      -2.638937829015426      166.789588563410263     90.860671856049549      -25.274170024905168     -13.894592551502672     
